;attacks_BROKEN;attacks_FAST;attacks_MEDIUM;attacks_SLOW;attacks_total;dominance_leftwing_1stquarter;dominance_leftwing_2ndquarter;dominance_leftwing_3rdquarter;dominance_leftwing_4thquarter;dominance_middlewing_1stquarter;dominance_middlewing_2ndquarter;dominance_middlewing_3rdquarter;dominance_middlewing_4thquarter;dominance_rightwing_1stquarter;dominance_rightwing_2ndquarter;dominance_rightwing_3rdquarter;dominance_rightwing_4thquarter;goalmisses;goalmisses_GOALIE_CATCHED;goalmisses_OUTSIDE;goalmisses_kickedfrom_FAR_SHOT;goalmisses_kickedfrom_GOAL_AREA;goalmisses_kickedfrom_PENALTY_AREA;goalopportunities;goals;goals_kickedfrom_FAR_SHOT;goals_kickedfrom_GOAL_AREA;goals_kickedfrom_PENALTY_AREA;goalssuffered;passchains;passes;passmisses;timein_leftwing_1stquarter;timein_leftwing_2ndquarter;timein_leftwing_3rdquarter;timein_leftwing_4thquarter;timein_middlewing_1stquarter;timein_middlewing_2ndquarter;timein_middlewing_3rdquarter;timein_middlewing_4thquarter;timein_rightwing_1stquarter;timein_rightwing_2ndquarter;timein_rightwing_3rdquarter;timein_rightwing_4thquarter;wingchanges;wingchanges_partialvariation;wingchanges_totalvariation
2006
NCL07;8;5;0;0;13;0.11668612;0.30500757;0.7041096;0.8247423;0.23188406;0.29752068;0.58898308;0.20930233;0.10526316;0.27469135;0.60073936;0.7013889;0;0;0;0;0;0;3;0;0;0;0;0;11;73;24;0.0552181115406;0.110988404197;0.283821093319;0.0441744892325;0.035339591386;0.0397570403092;0.0767531750414;0.00496963003865;0.0154610712314;0.0982882385422;0.179458862507;0.055770292656;16;16;0

KickOffTUG;0;0;0;0;0;0.030520647;0.047169814;0.0;0.0;0.031593409;0.30981594;0.02846975;0.0;0.02059925;0.063197026;0.0;0.0;0;0;0;0;0;0;0;0;1;0;1;24;0;16;46;0.0580204778157;0.0511945392491;0.0;0.0;0.0784982935154;0.689419795222;0.0273037542662;0.0;0.037542662116;0.0580204778157;0.0;0.0;1;1;0
FCPortugal2007;2;16;4;0;22;0.0;1.0;0.76579926;0.7565543;0.0;0.56227757;0.48006134;0.7005494;0.0;0.60000004;0.7201258;0.7755835;6;6;0;1;0;5;59;24;0;2;20;0;15;104;15;0.0;0.00877963125549;0.0904302019315;0.177348551361;0.0;0.0693590869183;0.137401229148;0.223880597015;0.0;0.00263388937665;0.100526777875;0.189640035119;41;41;0

NCL07;5;15;0;0;20;0.26136362;0.49841774;0.3726708;0.6018519;0.140625;0.2152886;0.32807014;0.15023475;0.16129032;0.3731343;0.46247463;0.5746032;9;8;1;7;0;2;7;1;0;0;1;2;13;83;44;0.0124932102118;0.171102661597;0.162954915807;0.141227593699;0.0146659424226;0.074959261271;0.101575230853;0.017381857686;0.0135795763172;0.0678978815861;0.123845736013;0.0983161325367;21;21;0
Oxsy;20;3;0;0;23;0.07936508;0.29006084;0.4477612;0.7548387;0.4084507;0.4105263;0.62870514;0.625;0.11111112;0.3689441;0.30063292;0.59090908;1;1;0;0;0;1;5;2;0;0;2;1;19;103;39;0.013397642015;0.0766345123258;0.08038585209;0.0627009646302;0.0466237942122;0.12540192926;0.215969989282;0.064308681672;0.0257234726688;0.159163987138;0.101822079314;0.0278670953912;22;22;0

Oxsy;12;14;0;0;26;0.15625;0.29338842;0.6253521;0.8060109;0.55555557;0.4826087;0.6193182;0.6768868;0.21153847;0.34421368;0.37988827;0.43388428;10;10;0;1;0;9;25;5;0;0;5;0;20;121;70;0.00671742051052;0.0317957904165;0.0994178235558;0.13210927004;0.0089565606807;0.0994178235558;0.292879534259;0.128526645768;0.00985221674877;0.0519480519481;0.0913569189431;0.0470219435737;21;21;0
FCPortugal2007;8;2;1;0;11;0.07024793;0.19553072;0.1958457;0.22115383;0.09905661;0.08901515;0.13695653;0.0;0.030054646;0.06478873;0.40082645;0.46875;0;0;0;0;0;0;0;0;0;0;0;5;1;36;46;0.0290102389078;0.179180887372;0.112627986348;0.0392491467577;0.0716723549488;0.160409556314;0.107508532423;0.0;0.018771331058;0.0392491467577;0.165529010239;0.0767918088737;7;7;0

WE2007;2;11;1;0;14;0.25;0.2009804;0.33427364;0.3116883;0.4722222;0.4548611;0.4350365;0.5263158;0.25773195;0.1728395;0.23641304;0.52671753;7;6;1;5;0;2;12;6;0;0;6;0;18;101;44;0.0303214069133;0.0497271073378;0.143723468769;0.0727713765919;0.0412371134021;0.158884172226;0.180715585203;0.145542753184;0.0151607034566;0.0254699818072;0.0527592480291;0.0836870830807;21;21;0
CZU;9;3;0;0;12;0.25572521;0.4945652;0.51028805;0.371134;0.08333334;0.34160583;0.32291664;0.09722222;0.4155844;0.40620594;0.49019608;0.425;1;0;1;0;0;1;5;0;0;0;0;6;11;96;29;0.041511771995;0.112763320942;0.0768277571252;0.0223048327138;0.0235439900867;0.144981412639;0.115241635688;0.0086741016109;0.0991325898389;0.17843866171;0.123915737299;0.0526641883519;21;21;0

WE2007;2;13;0;0;15;0.0;0.25130888;0.27758009;0.63005783;0.42679127;0.6757895;0.5041322;0.6089109;0.18430656;0.28705883;0.41981133;0.71003716;2;1;1;1;1;0;18;8;0;0;8;1;21;102;42;0.0;0.025303110174;0.0411175540327;0.05745914602;0.0722192936215;0.169214549288;0.192936215076;0.129678439642;0.053241960991;0.0643120716921;0.0938323668951;0.100685292567;16;16;0
HELIOS2007;8;13;0;0;21;0.08550186;0.5283019;0.5717647;0.6040146;0.09653465;0.35950413;0.14736841;0.27102804;0.12138728;0.57651245;0.4293194;0.7218045;3;3;0;2;0;1;14;1;0;0;1;8;13;83;27;0.0140329469189;0.136668700427;0.148261134838;0.201952410006;0.0237949969494;0.159243441123;0.0427089688835;0.0530811470409;0.012812690665;0.0988407565589;0.0500305064063;0.058572300183;21;21;0

WE2007;1;24;0;0;25;1.0;0.61904762;0.6836158;0.70408165;1.0;0.38256657;0.6707089;0.6807229;0.0;0.9375;0.30588236;0.7610619;7;6;1;3;0;4;49;34;1;1;30;0;27;152;32;0.00355149670218;0.0197869101979;0.0613901572806;0.0700152207002;0.00558092338914;0.080162354135;0.364789446981;0.286656519533;0.0;0.0076103500761;0.0131912734652;0.0872653475393;18;18;0
KickOffTUG;0;0;0;0;0;0.0;0.2;0.0;0.0;0.018072288;0.125;0.02905569;0.0;0.056122446;0.11299435;0.0;0.0;0;0;0;0;0;0;0;0;0;0;2;34;0;6;11;0.0;0.0813397129187;0.0;0.0;0.0717703349282;0.641148325359;0.0574162679426;0.0;0.0526315789474;0.0956937799043;0.0;0.0;3;3;0


Group F
AT-Humboldt_Hans_Meier;5;7;3;0;15;0.2341772;0.25598085;0.44513138;0.7375;0.57317074;0.5098522;0.50683594;0.26923079;0.18181818;0.5862069;0.4625;0.4797136;14;14;0;8;0;6;6;7;3;0;4;0;18;130;92;0.0179176755448;0.0518159806295;0.139467312349;0.142857142857;0.0227602905569;0.100242130751;0.251331719128;0.0610169491525;0.000968523002421;0.0246973365617;0.089588377724;0.0973365617433;22;22;0
Brasil2D;5;2;0;0;7;0.052505965;0.0525;0.3218391;0.81818184;0.15598291;0.09765625;0.15270937;0.024390242;0.045;0.11128284;0.42822968;0.4556962;0;0;0;0;0;0;0;0;0;0;0;7;1;39;42;0.0334346504559;0.031914893617;0.0425531914894;0.0136778115502;0.11094224924;0.151975683891;0.0942249240122;0.00303951367781;0.0273556231003;0.109422492401;0.272036474164;0.109422492401;4;4;0

Brainstormers07;1;12;0;0;13;0.12820514;0.24537037;0.4257143;0.48623856;0.29268291;0.60474308;0.36320755;0.6551724;0.2948718;0.13253013;0.44036697;0.57794678;2;0;2;1;0;1;19;0;0;0;0;0;10;87;40;0.00355871886121;0.0377224199288;0.106049822064;0.226334519573;0.0085409252669;0.108896797153;0.0548042704626;0.189323843416;0.0491103202847;0.0391459074733;0.0683274021352;0.108185053381;12;12;0
AT-Humboldt_Hans_Meier;4;3;0;0;7;0.06844106;0.28440369;0.4626506;0.10256411;0.10344828;0.4481132;0.09881423;0.2195122;0.09480123;0.22571428;0.4722222;0.0;0;0;0;0;0;0;1;0;0;0;0;0;7;51;27;0.0253521126761;0.087323943662;0.270422535211;0.0338028169014;0.0591549295775;0.133802816901;0.0352112676056;0.012676056338;0.087323943662;0.111267605634;0.143661971831;0.0;6;6;0

Dainamite;9;7;0;0;16;0.17910448;0.181388;0.48292683;0.6105263;0.2857143;0.4895288;0.35245903;0.40088104;0.09854015;0.32801823;0.46991405;0.60000004;0;0;0;0;0;0;5;0;0;0;0;2;17;86;32;0.0933852140078;0.0745784695201;0.0642023346304;0.0376134889754;0.0570687418936;0.121271076524;0.139429312581;0.0590142671855;0.0175097276265;0.0933852140078;0.10635538262;0.136186770428;14;14;0
AT-Humboldt_Hans_Meier;6;8;3;0;17;0.068571424;0.4068768;0.53530754;0.88686134;0.19823788;0.4262295;0.2303665;0.3116883;0.14736841;0.37560974;0.62776024;0.6604478;4;4;0;2;0;2;9;2;0;0;2;0;16;99;23;0.0111472364143;0.065954482118;0.109150023223;0.112865768695;0.0209010682768;0.120761727822;0.0408732001858;0.0445889456572;0.00650255457501;0.0357640501626;0.184858337204;0.246632605667;12;12;0

Dainamite;3;0;0;0;3;0.24261274;0.35958393;0.23497267;0.0;0.16208393;0.5246637;0.39054726;0.0;0.05231388;0.3849287;0.24683544;0.7;0;0;0;0;0;0;0;0;0;0;0;8;5;79;40;0.116157855547;0.180193596426;0.0320178704393;0.0;0.0833953834698;0.261355174981;0.116902457185;0.0;0.0193596425912;0.140729709605;0.0290394638868;0.0208488458675;7;7;0
Brainstormers07;2;20;0;0;22;0.275;0.443038;0.38289204;0.74044266;0.76;0.2885572;0.3452915;0.633864;0.0;0.38797813;0.30163446;0.39657856;1;1;0;0;0;1;47;8;0;0;8;0;19;112;18;0.00558375634518;0.0355329949239;0.0954314720812;0.186802030457;0.00964467005076;0.058883248731;0.117258883249;0.222335025381;0.0;0.0360406091371;0.103045685279;0.129441624365;14;14;0

Dainamite;6;1;0;0;7;0.28473803;0.32977463;0.27599998;0.15929204;0.21856287;0.64027145;0.48247425;0.21568628;0.20253164;0.28688522;0.5824176;0.425;4;4;0;3;0;1;0;0;0;0;0;1;14;97;52;0.0763591936469;0.169822846671;0.0843005497862;0.0109957238852;0.0445937690898;0.172877214417;0.142944410507;0.0268784361637;0.0781918142944;0.0855222968845;0.0971288943189;0.010384850336;19;19;0
Nemesis;3;14;1;0;18;0.0;0.17582418;0.4057377;0.6313291;0.29411766;0.28041237;0.15158372;0.53892212;0.39823006;0.38800003;0.31316727;0.49202736;4;3;1;3;1;0;22;1;0;0;1;0;21;127;30;0.0;0.0265633646929;0.109573879358;0.220807969009;0.0332042058661;0.0752628666298;0.0370780298838;0.0996126175982;0.0249031543996;0.107360265634;0.146098505811;0.119535141118;19;19;0

Nemesis;12;21;0;0;33;0.21698112;0.53672314;0.6970173;0.7402191;1.0;0.5265487;0.54588455;0.4224138;0.0;0.6880734;0.6612378;0.63812153;12;9;3;9;0;3;9;15;6;0;9;0;31;186;56;0.00842490842491;0.0347985347985;0.162637362637;0.17326007326;0.0025641025641;0.130769230769;0.211355311355;0.0897435897436;0.0;0.0274725274725;0.074358974359;0.0846153846154;42;42;0
Brasil2D;6;1;0;0;7;0.14640884;0.09771987;0.11009174;0.0;0.1;0.17880795;0.22861357;0.0;0.018779343;0.0989011;0.1920904;0.4056604;0;0;0;0;0;0;0;0;0;0;0;15;5;52;34;0.0816640986133;0.0462249614792;0.0184899845917;0.0;0.0893682588598;0.291217257319;0.238828967643;0.0;0.0184899845917;0.0970724191063;0.0523882896764;0.0662557781202;4;4;0

OPU_hana_2D;8;7;0;0;15;0.13064133;0.46391754;0.6414254;0.4329897;0.14414414;0.2421875;0.27745665;0.3640553;0.15306123;0.6103093;0.4234375;0.53571426;7;7;0;6;0;1;4;2;0;0;2;0;11;77;38;0.0322202694786;0.079086115993;0.168717047452;0.0492091388401;0.00937316930287;0.0544815465729;0.140597539543;0.0462800234329;0.0263620386643;0.173403632103;0.158758055067;0.0615114235501;13;13;0
Nemesis;3;10;0;0;13;0.26020409;0.27656252;0.17319588;0.659864;0.31797235;0.41040462;0.49479164;0.44144146;0.09793815;0.149220495;0.25773195;0.5938242;2;1;1;0;0;2;6;0;0;0;0;2;21;110;30;0.0322784810127;0.112025316456;0.053164556962;0.122784810127;0.0436708860759;0.224683544304;0.120253164557;0.0310126582278;0.0120253164557;0.0424050632911;0.0474683544304;0.158227848101;17;17;0

Ri-one2007;5;0;0;0;5;0.020512822;0.02020202;0.0;0.0;0.1025958;0.18285713;0.020661156;0.0;0.048140044;0.018867924;0.035714288;0.0;0;0;0;0;0;0;0;0;1;0;1;4;1;29;78;0.0140350877193;0.0280701754386;0.0;0.0;0.291228070175;0.449122807018;0.0175438596491;0.0;0.154385964912;0.0350877192982;0.0105263157895;0.0;2;2;0
OPU_hana_2D;4;18;2;0;24;1.0;0.76190475;0.8981132;0.7866521;0.33333336;0.59504135;0.58428574;0.54264523;0.0;1.0;0.70959595;0.5794872;3;2;1;0;1;2;38;4;0;0;2;0;14;117;24;0.00222304557243;0.023712486106;0.176361615413;0.266394961097;0.00148203038162;0.0533530937384;0.151537606521;0.162652834383;0.0;0.0163023341979;0.104112634309;0.0418673582808;19;19;0

Ri-one2007;3;4;0;0;7;0.14473684;0.019390581;0.0;0.0;0.31355932;0.20769232;0.1761194;0.481203;0.033755274;0.057636886;0.004901961;0.75;4;4;0;1;1;2;1;1;1;0;0;0;0;38;60;0.0479302832244;0.0152505446623;0.0;0.0;0.0806100217865;0.294117647059;0.257080610022;0.139433551198;0.0174291938998;0.0871459694989;0.00217864923747;0.0588235294118;3;3;0
YowAI;2;6;0;0;8;0.25;0.872549;0.7276657;0.5021097;0.18045113;0.5955224;0.6492308;0.29661018;0.33333336;0.9672897;0.6592798;0.38815792;2;2;0;0;0;2;3;0;0;0;0;1;16;102;18;0.0040668775418;0.0804338002711;0.228197017623;0.0537731586082;0.0108450067781;0.180298237686;0.190691369182;0.0158156348848;0.0081337550836;0.0935381834614;0.107546317216;0.0266606416629;24;24;0

YowAI;2;4;1;0;7;0.0;0.50370373;0.5714286;0.1574074;0.0;0.6075269;0.59126537;0.13782991;0.07317073;0.31565657;0.4847973;0.56263268;12;12;0;9;2;1;2;1;1;0;0;0;18;135;102;0.0;0.0280759702725;0.0875309661437;0.00701899256813;0.0;0.139966969447;0.436003303055;0.0194054500413;0.00247729149463;0.0516102394715;0.118497109827;0.10941370768;8;8;0
Brasil2D;1;1;0;0;2;0.06581741;0.20777027;0.19444445;0.2804878;0.19061583;0.12821949;0.13620071;0.2857143;0.14814815;0.1671159;0.15555556;0.0;0;0;0;0;0;0;0;0;0;0;0;1;4;56;60;0.0426409903714;0.169188445667;0.105914718019;0.0316368638239;0.0894085281981;0.314993122421;0.104539202201;0.00550206327373;0.0220082530949;0.0852819807428;0.0288858321871;0.0;4;4;0


Places
AT-Humboldt_Hans_Meier;6;7;0;0;13;0.09872612;0.2949527;0.2992126;0.3277311;0.24675325;0.48431374;0.40857143;0.21818182;0.05116279;0.4068182;0.6723716;0.67567566;6;6;0;4;0;2;4;0;0;0;0;2;15;90;62;0.0199871050935;0.120567375887;0.073500967118;0.0251450676983;0.073500967118;0.159252095422;0.0921985815603;0.0232108317215;0.00709219858156;0.115409413282;0.177304964539;0.112830431979;14;14;0
Oxsy;9;10;0;0;19;0.0965251;0.18581907;0.38636364;0.7674419;0.38181816;0.36;0.31960785;0.45454548;0.14285715;0.33070866;0.3548896;0.5923567;3;3;0;1;0;2;20;2;0;0;2;0;15;104;26;0.0161082474227;0.0489690721649;0.109536082474;0.10631443299;0.0405927835052;0.0811855670103;0.105025773196;0.135309278351;0.0109536082474;0.0811855670103;0.144974226804;0.119845360825;25;25;0

CZU;3;2;1;0;6;0.10612245;0.38877754;0.375;0.7272727;0.20689655;0.3139535;0.3278302;0.017241379;0.1924686;0.5474614;0.38630806;0.43801655;0;0;0;0;0;0;1;0;0;0;0;1;17;88;70;0.0186781609195;0.139367816092;0.0818965517241;0.0229885057471;0.0603448275862;0.213362068966;0.0998563218391;0.000718390804598;0.0330459770115;0.17816091954;0.113505747126;0.0380747126437;20;20;0
Dainamite;3;7;0;0;10;0.25619835;0.2811736;0.27152317;0.55648537;0.36206894;0.4009434;0.4704017;0.44827587;0.11363637;0.24342104;0.34268536;0.7061224;5;4;1;1;0;4;17;1;0;0;1;0;14;115;32;0.0188679245283;0.0699939135727;0.0748630553865;0.0809494826537;0.0127814972611;0.103469263542;0.27084601339;0.110772976263;0.0030432136336;0.0450395617772;0.104077906269;0.105295191722;18;18;0

FCPortugal2007;0;11;0;0;11;1.0;0.6538461;0.45124283;0.3916084;0.125;0.26225489;0.31642511;0.3984375;0.2857143;0.47674416;0.36713287;0.3457627;1;1;0;1;0;0;10;1;0;0;1;0;4;54;70;0.00236593059937;0.134069400631;0.186119873817;0.17665615142;0.00157728706625;0.0843848580442;0.103312302839;0.0804416403785;0.00315457413249;0.0646687697161;0.0828075709779;0.0804416403785;15;15;0
Ri-one2007;5;0;0;0;5;0.12881356;0.26573425;0.08139535;0.0;0.15625;0.38647343;0.47794117;0.0;0.11013987;0.29063097;0.07692308;0.0;0;0;0;0;0;0;0;0;0;0;0;1;1;40;29;0.0501319261214;0.100263852243;0.0184696569921;0.0;0.0527704485488;0.211081794195;0.257255936675;0.0;0.0831134564644;0.200527704485;0.0263852242744;0.0;3;3;0

KickOffTUG;5;0;0;0;5;0.09494949;0.1747212;0.2173913;0.0;0.20689655;0.17250214;0.06030151;0.0;0.05828221;0.09699769;0.05;0.0;0;0;0;0;0;0;0;0;0;0;0;10;5;37;56;0.0955284552846;0.0955284552846;0.010162601626;0.0;0.231707317073;0.410569105691;0.0243902439024;0.0;0.0386178861789;0.0853658536585;0.00813008130081;0.0;8;8;0
YowAI;1;15;0;0;16;0.0;0.8125;0.669746;0.7484663;0.0;0.4974874;0.64133224;0.39927406;0.0;0.56521736;0.51672863;0.51717175;7;6;1;1;0;6;20;10;0;0;10;0;15;109;28;0.0;0.0312951372171;0.139624458353;0.117477130477;0.0;0.0476649013;0.36157920077;0.105922002889;0.0;0.00625902744343;0.0669234472797;0.123254694271;18;18;0

Nemesis;12;19;1;0;32;0.11926605;0.1786772;0.41916744;0.5596817;0.29113924;0.26536312;0.24711317;0.5460751;0.1750742;0.2275321;0.47624187;0.7422146;2;2;0;0;0;2;18;0;0;0;0;0;25;188;108;0.0212696335079;0.118455497382;0.141688481675;0.138089005236;0.0225785340314;0.0621727748691;0.0350130890052;0.0523560209424;0.0193062827225;0.104384816754;0.144306282723;0.140379581152;32;32;0
NCL07;9;10;0;0;19;0.10553634;0.4308855;0.60627674;0.49554897;0.13993174;0.4803695;0.49860336;0.2194093;0.16445623;0.38722168;0.7226061;0.6825688;1;1;0;0;0;1;11;0;0;0;0;0;31;227;45;0.0135706340378;0.088765294772;0.189098998888;0.0371523915462;0.0091212458287;0.0462736373749;0.0794215795328;0.0115684093437;0.0275862068966;0.0889877641824;0.325695216908;0.0827586206897;29;29;0




2008
Final
Brainstormers08;8;8;0;0;16;0.1373913;0.36805553;0.3888889;0.4753747;0.26229507;0.3586626;0.18571428;0.2159091;0.15833333;0.25316456;0.09774436;0.06617647;1;1;0;0;0;1;5;0;0;0;0;0;4;48;24;0.0830704521556;0.167192429022;0.13985278654;0.233438485804;0.0504731861199;0.124079915878;0.0546792849632;0.0199789695058;0.0199789695058;0.0841219768665;0.0136698212408;0.00946372239748;3;3;0
WE2008;8;7;0;0;15;0.36764706;0.35338345;0.53797466;0.25;0.2840909;0.48214287;0.4224924;0.27322405;0.1627409;0.2017544;0.42824074;0.43652172;1;1;0;0;0;1;6;0;0;0;0;0;11;61;14;0.040749796251;0.038304808476;0.138549307253;0.0244498777506;0.0203748981255;0.110024449878;0.113284433578;0.040749796251;0.0619396903015;0.0562347188264;0.150774246129;0.20456397718;9;9;0


Group A
OPU_hana_2D;5;2;0;0;7;0.08086254;0.34473686;0.26373629;0.16216215;0.18762886;0.3292517;0.13058419;0.57377045;0.036284468;0.3656958;0.3966102;0.29268291;0;0;0;0;0;0;1;0;0;0;0;9;4;44;32;0.0299401197605;0.130738522954;0.119760479042;0.0239520958084;0.0908183632735;0.241516966068;0.0379241516966;0.0349301397206;0.0249500998004;0.112774451098;0.116766467066;0.0359281437126;10;10;0
Brainstormers08;5;16;0;0;21;0.30081303;0.40677963;0.38511326;0.7314949;0.06557377;0.556701;0.42857143;0.4597938;0.0;0.27472528;0.39473686;0.6469003;2;2;0;2;0;0;22;9;2;0;7;0;17;125;18;0.0185092546273;0.0600300150075;0.0595297648824;0.252126063032;0.00200100050025;0.0810405202601;0.157578789395;0.111555777889;0.0;0.0625312656328;0.0750375187594;0.120060030015;19;19;0

OPU_hana_2D;12;8;1;0;21;0.09821428;0.47897194;0.6512195;0.8861788;0.010526316;0.24845678;0.23053892;0.42857143;0.068965516;0.3318182;0.3564753;0.48015873;5;4;1;2;0;3;3;4;0;0;4;1;13;69;16;0.00695322376738;0.129582806574;0.168773704172;0.0689001264223;0.00063211125158;0.101769911504;0.0486725663717;0.043615676359;0.00126422250316;0.184576485461;0.168773704172;0.0764854614412;8;8;0
Strive2D;11;2;1;0;14;0.42460316;0.4753004;0.5;0.2413793;0.2173913;0.57185627;0.60956787;0.62105263;0.048780484;0.20243902;0.42523365;0.29464287;0;0;0;0;0;0;1;1;1;0;0;4;14;82;6;0.0564941921859;0.187961985216;0.232312565998;0.00369588173178;0.0184794086589;0.100844772967;0.208553326294;0.0311510031679;0.00316789862724;0.0438225976769;0.0960929250264;0.0174234424498;21;21;0

Ri-one;6;0;0;0;6;0.09763314;0.1772152;0.6011236;0.15789473;0.23508772;0.43695652;0.23529411;0.0;0.24472574;0.29545454;0.7268519;0.0;0;0;0;0;0;0;0;0;0;1;0;7;10;60;24;0.0380184331797;0.0322580645161;0.123271889401;0.00691244239631;0.0771889400922;0.231566820276;0.0414746543779;0.0;0.133640552995;0.134792626728;0.180875576037;0.0;7;7;0
Brainstormers08;0;11;1;0;12;0.0;0.08796296;0.30808083;0.27426159;1.0;0.45098038;0.32826088;0.3508772;0.05263158;0.21910112;0.5063291;0.56213017;1;1;0;1;0;0;11;7;0;0;6;0;12;74;9;0.0;0.0209713024283;0.134657836645;0.14348785872;0.00441501103753;0.0761589403974;0.166666666667;0.110375275938;0.00220750551876;0.0430463576159;0.0883002207506;0.209713024283;13;13;0

Ri-one;9;12;0;0;21;0.25;0.22916668;0.60511364;0.785276;0.47826088;0.61118336;0.38410595;0.7314629;0.2481203;0.31942215;0.45614033;0.852459;1;1;0;0;1;0;22;12;0;0;12;0;25;144;18;0.00464919695689;0.0185967878276;0.0900253592561;0.162299239222;0.0185967878276;0.19864750634;0.0980557903635;0.154268808115;0.0278951817413;0.0841081994928;0.0769230769231;0.0659340659341;29;29;0
OPU_hana_2D;12;3;1;0;16;0.09289618;0.39097744;0.4622793;0.38345863;0.066132264;0.4718543;0.25617685;0.10869565;0.042944784;0.3125;0.453125;0.27272728;1;1;0;0;0;1;1;0;0;0;0;12;6;64;10;0.0128983308042;0.118361153263;0.218512898331;0.0773899848255;0.0250379362671;0.216236722307;0.149468892261;0.00758725341426;0.01593323217;0.0834597875569;0.0660091047041;0.00910470409712;9;9;0

Ri-one;4;2;0;0;6;0.1637427;0.24338623;0.3777778;0.39130436;0.460177;0.49199085;0.34393063;0.4563107;0.24038462;0.32733814;0.33333336;0.8164557;2;2;0;1;0;1;1;3;0;0;2;1;13;90;34;0.0257589696412;0.0423183072677;0.03127874885;0.00827966881325;0.0956761729531;0.197792088316;0.109475620975;0.0432382704692;0.0919963201472;0.167433302668;0.0680772769089;0.11867525299;15;15;0
Strive2D;3;9;0;0;12;0.0949367;0.45045044;0.53776978;0.48798077;0.16504854;0.367052;0.29290617;0.21238937;0.0;0.13333334;0.6666667;0.49122807;3;3;0;3;0;0;5;1;1;0;1;3;11;78;18;0.0129421915444;0.0862812769629;0.257981018119;0.175150992235;0.0146678170837;0.109577221743;0.110440034513;0.0414150129422;0.0;0.0103537532355;0.108714408973;0.0724762726488;5;5;0

Strive2D;3;5;0;0;8;0.08383234;0.33012817;0.4351585;0.22424242;0.10875332;0.19512194;0.023529413;0.4074074;0.025568182;0.34736843;0.45192307;0.70731705;0;0;0;0;0;0;2;2;0;0;3;4;2;26;16;0.040404040404;0.148629148629;0.217893217893;0.106782106782;0.0591630591631;0.0808080808081;0.002886002886;0.015873015873;0.012987012987;0.0952380952381;0.135642135642;0.0836940836941;7;7;0
Brainstormers08;6;4;0;0;10;0.07317073;0.4471154;0.3631579;0.72159096;0.14814815;0.7529412;0.5923345;0.6445624;0.23939394;0.37175793;0.20833332;0.66467064;4;2;2;2;0;2;11;4;0;0;3;2;13;96;13;0.00429184549356;0.0665236051502;0.049356223176;0.181688125894;0.00286123032904;0.0457796852647;0.121602288984;0.173819742489;0.0565092989986;0.0922746781116;0.0464949928469;0.158798283262;11;11;0


Group B
AmoyNQ;1;4;1;0;6;0.2877698;0.48695652;0.4536489;0.33175354;0.027027028;0.4097561;0.32394367;0.37121212;1.0;0.5;0.40842102;0.3654485;3;3;0;3;0;0;9;1;1;0;0;0;9;79;56;0.0298953662182;0.0837070254111;0.171898355755;0.0523168908819;0.000747384155456;0.125560538117;0.223467862481;0.0732436472347;0.00298953662182;0.00896860986547;0.144992526158;0.0822122571001;13;13;0
Hfut_Engine;5;0;1;0;6;0.30232557;0.34736843;0.08333334;0.0;0.25757576;0.33586132;0.25609756;0.0;0.27962086;0.1755424;0.1;0.22302158;1;1;0;1;0;0;0;0;0;0;0;1;7;55;18;0.0965005302227;0.174973488865;0.00212089077413;0.0;0.0721102863203;0.328738069989;0.111346765642;0.0;0.0625662778367;0.0943796394486;0.0243902439024;0.0328738069989;4;4;0

AmoyNQ;12;3;0;0;15;0.31485588;0.3582251;0.17737003;0.32258064;0.07964602;0.26923079;0.11047619;0.23809525;0.27380953;0.506135;0.2047619;0.40837696;0;0;0;0;0;0;2;2;0;0;2;0;7;61;56;0.126785714286;0.295535714286;0.0517857142857;0.0267857142857;0.00803571428571;0.15;0.0517857142857;0.0133928571429;0.0205357142857;0.147321428571;0.0383928571429;0.0696428571429;13;13;0
WE2008;7;5;0;0;12;0.12041884;0.33809525;0.21165644;0.5;0.31746033;0.60380955;0.35737183;0.17699116;0.021505377;0.50764526;0.3116883;0.15964523;3;3;0;3;0;0;0;0;0;0;0;2;11;76;19;0.017517136329;0.0540746382331;0.0525514089871;0.031987814166;0.01523229246;0.241431835491;0.169840060929;0.01523229246;0.001523229246;0.126428027418;0.219345011424;0.0548362528561;14;14;0

Hfut_Engine;4;0;0;0;4;0.2806236;0.1392405;0.15384616;0.0;0.15846994;0.17941711;0.29885057;0.0;0.05910543;0.10958904;0.2767857;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;20;0.209302325581;0.0548172757475;0.0166112956811;0.0;0.0963455149502;0.327242524917;0.129568106312;0.0;0.0614617940199;0.0531561461794;0.0514950166113;0.0;1;1;0
Nemesis;3;5;1;0;9;0.42105263;0.625;0.8458904;0.7060703;0.5945946;0.49425285;0.6575592;0.59289616;0.7;0.5846154;0.7679325;0.4922049;2;2;0;1;0;1;8;0;0;0;0;0;25;211;21;0.00347071583514;0.0303687635575;0.10715835141;0.191757049892;0.00954446854664;0.0559652928416;0.313232104121;0.0941431670282;0.00303687635575;0.0164859002169;0.0789587852495;0.0958785249458;46;46;0

